Arquivo,Descrição
demos/common/defender/aws_iot_demo_defender.c,1 
demos/common/wifi_provisioning,2 
demos/common/wifi_provisioning/aws_wifi_connect_task.c,2 
demos/ble,3 
demos/ble/aws_ble_gatt_server_demo.c,1 
demos/ble/iot_ble_numericComparison.c,1 
demos/defender/aws_iot_demo_defender.c,1 
demos/demo_runner,1 
demos/demo_runner/aws_demo.c,1 
demos/demo_runner/aws_demo_network_addr.c,1 
demos/demo_runner/aws_demo_version.c,1 
demos/demo_runner/iot_demo_afr.c,1 
demos/demo_runner/iot_demo_runner.c,1 
demos/greengrass_connectivity,1 
demos/greengrass_connectivity/aws_greengrass_discovery_demo.c,1 
demos/mqtt,1 
demos/mqtt/iot_demo_mqtt.c,1 
demos/network_manager,1 
demos/network_manager/aws_iot_demo_network.c,1 
demos/network_manager/aws_iot_network_manager.c,1 
demos/ota,3 
demos/ota/aws_iot_ota_update_demo.c,2 
demos/posix,1 
demos/posix/aws_posix_demo.c,1 
demos/shadow,1 
demos/shadow/aws_iot_demo_shadow.c,1 
demos/tcp/aws_tcp_echo_client_single_task.c,1 
demos/wifi_provisioning,1 
demos/wifi_provisioning/aws_wifi_connect_task.c,1 
demos/dev_mode_key_provisioning,1 
demos/dev_mode_key_provisioning/src,1 
demos/dev_mode_key_provisioning/src/aws_dev_mode_key_provisioning.c,1 
demos/demo_runner/iot_demo_freertos.c,1 
demos/https/iot_demo_https_s3_upload_async.c,1 
demos/https/iot_demo_https_s3_upload_sync.c,1 
demos/coreMQTT,2 
demos/coreMQTT/mqtt_demo_mutual_auth.c,1 
demos/coreMQTT/mqtt_demo_serializer.c,1 
demos/coreMQTT/mqtt_demo_connection_sharing.c,1 
demos/ble/mqtt_ble,2 
demos/ble/mqtt_ble/mqtt_demo_ble_transport.c,2 
demos/ble/numeric_comparison,1 
demos/ble/numeric_comparison/iot_ble_numericComparison.c,1 
demos/ble/shadow_ble,2 
demos/ble/shadow_ble/shadow_demo_ble_transport.c,2 
demos/device_shadow_for_aws,2 
demos/device_shadow_for_aws/shadow_demo_main.c,1 
demos/common/mqtt_demo_helpers,1 
demos/common/mqtt_demo_helpers/mqtt_demo_helpers.c,1 
demos/jobs_for_aws,1 
demos/jobs_for_aws/jobs_demo.c,1 
demos/common/http_demo_helpers,1 
demos/common/http_demo_helpers/http_demo_utils.c,1 
demos/coreHTTP,1 
demos/coreHTTP/http_demo_s3_download.c,1 
demos/coreHTTP/http_demo_s3_upload.c,1 
demos/coreHTTP/http_demo_mutual_auth.c,1 
demos/device_defender_for_aws,1 
demos/device_defender_for_aws/metrics_collector,1 
demos/device_defender_for_aws/metrics_collector/freertos_plus_tcp,1 
demos/device_defender_for_aws/metrics_collector/freertos_plus_tcp/metrics_collector.c,1 
demos/coreHTTP/http_demo_s3_download_multithreaded.c,1 
demos/device_defender_for_aws/defender_demo.c,1 
demos/coreMQTT_Agent,2 
demos/coreMQTT_Agent/mqtt_agent_task.c,1 
lib/utils,5 
lib/wifi/portable/espressif,2 
lib/wifi/portable/espressif/esp32_devkitc_esp_wrover_kit,2 
lib/wifi/portable/espressif/esp32_devkitc_esp_wrover_kit/aws_wifi.c,2 
lib/bluetooth_low_energy,5 
lib/bluetooth_low_energy/services,3 
lib/bluetooth_low_energy/services/mqtt_ble,2 
lib/bluetooth_low_energy/services/mqtt_ble/aws_iot_mqtt_ble.c,1 
lib/bluetooth_low_energy/services/wifi_provisioning,3 
lib/bluetooth_low_energy/services/wifi_provisioning/aws_ble_wifi_provisioning.c,2 
lib/serializer,2 
lib/serializer/json,2 
lib/serializer/json/aws_iot_serializer_json_decoder.c,2 
lib/ota/aws_iot_ota_agent.c,2 
lib/bluetooth_low_energy/services/device_information,2 
lib/bluetooth_low_energy/services/device_information/aws_ble_device_information.c,1 
lib/common,3 
lib/common/iot_taskpool.c,1 
libraries/3rdparty/tin,2 
libraries/c_sdk/aws/defender,1 
libraries/c_sdk/aws/defender/src,1 
libraries/c_sdk/aws/defender/src/aws_iot_defender_api.c,1 
libraries/c_sdk/aws/defender/src/aws_iot_defender_collector.c,1 
libraries/c_sdk/aws/defender/src/aws_iot_defender_mqtt.c,1 
libraries/c_sdk/aws/defender/src/aws_iot_defender_v1.c,1 
libraries/c_sdk/aws/defender/test,2 
libraries/c_sdk/aws/defender/test/aws_iot_tests_defender_api.c,1 
libraries/c_sdk/aws/shadow,1 
libraries/c_sdk/aws/shadow/src,1 
libraries/c_sdk/aws/shadow/src/aws_iot_shadow_api.c,1 
libraries/c_sdk/aws/shadow/src/aws_iot_shadow_operation.c,1 
libraries/c_sdk/aws/shadow/src/aws_iot_shadow_parser.c,1 
libraries/c_sdk/aws/shadow/src/aws_iot_shadow_static_memory.c,1 
libraries/c_sdk/aws/shadow/src/aws_iot_shadow_subscription.c,1 
libraries/c_sdk/aws/shadow/src/aws_shadow.c,1 
libraries/c_sdk/aws/shadow/test,1 
libraries/c_sdk/aws/shadow/test/aws_test_shadow.c,1 
libraries/c_sdk/aws/shadow/test/system,1 
libraries/c_sdk/aws/shadow/test/system/aws_iot_tests_shadow_system.c,1 
libraries/c_sdk/aws/shadow/test/unit,1 
libraries/c_sdk/aws/shadow/test/unit/aws_iot_tests_shadow_api.c,1 
libraries/c_sdk/aws/shadow/test/unit/aws_iot_tests_shadow_parser.c,1 
libraries/c_sdk/standard/ble,3 
libraries/c_sdk/standard/ble/src,2 
libraries/c_sdk/standard/ble/src/iot_ble_gap.c,1 
libraries/c_sdk/standard/ble/src/iot_ble_gatt.c,1 
libraries/c_sdk/standard/ble/src/services,2 
libraries/c_sdk/standard/ble/src/services/device_information,1 
libraries/c_sdk/standard/ble/src/services/device_information/iot_ble_device_information.c,1 
libraries/c_sdk/standard/ble/src/services/mqtt_ble,2 
libraries/c_sdk/standard/ble/src/services/mqtt_ble/iot_ble_data_transfer.c,1 
libraries/c_sdk/standard/ble/src/services/mqtt_ble/iot_network_ble.c,1 
libraries/c_sdk/standard/ble/src/services/wifi_provisioning,1 
libraries/c_sdk/standard/ble/src/services/wifi_provisioning/iot_ble_wifi_provisioning.c,1 
libraries/c_sdk/standard/ble/test,2 
libraries/c_sdk/standard/common,1 
libraries/c_sdk/standard/common/iot_init.c,1 
libraries/c_sdk/standard/common/iot_static_memory_common.c,1 
libraries/c_sdk/standard/common/logging,1 
libraries/c_sdk/standard/common/logging/iot_logging.c,1 
libraries/c_sdk/standard/common/taskpool,1 
libraries/c_sdk/standard/common/taskpool/iot_taskpool.c,1 
libraries/c_sdk/standard/common/taskpool/iot_taskpool_static_memory.c,1 
libraries/c_sdk/standard/common/test,1 
libraries/c_sdk/standard/common/test/iot_tests_taskpool.c,1 
libraries/c_sdk/standard/mqtt,2 
libraries/c_sdk/standard/mqtt/src,5 
libraries/c_sdk/standard/mqtt/src/iot_ble_mqtt_serialize.c,1 
libraries/c_sdk/standard/mqtt/src/iot_mqtt_api.c,1 
libraries/c_sdk/standard/mqtt/src/iot_mqtt_network.c,1 
libraries/c_sdk/standard/mqtt/src/iot_mqtt_operation.c,1 
libraries/c_sdk/standard/mqtt/src/iot_mqtt_serialize.c,1 
libraries/c_sdk/standard/mqtt/src/iot_mqtt_static_memory.c,1 
libraries/c_sdk/standard/mqtt/src/iot_mqtt_subscription.c,2 
libraries/c_sdk/standard/mqtt/src/iot_mqtt_validate.c,1 
libraries/c_sdk/standard/mqtt/test,1 
libraries/c_sdk/standard/mqtt/test/access,1 
libraries/c_sdk/standard/mqtt/test/access/iot_test_access_mqtt_api.c,1 
libraries/c_sdk/standard/mqtt/test/access/iot_test_access_mqtt_subscription.c,1 
libraries/c_sdk/standard/mqtt/test/system,1 
libraries/c_sdk/standard/mqtt/test/system/iot_tests_mqtt_system.c,1 
libraries/c_sdk/standard/mqtt/test/unit,1 
libraries/c_sdk/standard/mqtt/test/unit/iot_tests_mqtt_api.c,1 
libraries/c_sdk/standard/mqtt/test/unit/iot_tests_mqtt_receive.c,1 
libraries/c_sdk/standard/mqtt/test/unit/iot_tests_mqtt_subscription.c,1 
libraries/c_sdk/standard/mqtt/test/unit/iot_tests_mqtt_validate.c,1 
libraries/c_sdk/standard/serializer,1 
libraries/c_sdk/standard/serializer/src,1 
libraries/c_sdk/standard/serializer/src/cbor,1 
libraries/c_sdk/standard/serializer/src/cbor/iot_serializer_tinycbor_decoder.c,1 
libraries/c_sdk/standard/serializer/src/cbor/iot_serializer_tinycbor_encoder.c,1 
libraries/c_sdk/standard/serializer/src/iot_json_utils.c,1 
libraries/c_sdk/standard/serializer/src/iot_serializer_static_memory.c,1 
libraries/c_sdk/standard/serializer/src/json,1 
libraries/c_sdk/standard/serializer/test,1 
libraries/c_sdk/standard/serializer/test/iot_tests_serializer_cbor.c,1 
libraries/c_sdk/standard/serializer/test/iot_tests_serializer_json.c,1 
libraries/freertos_plus/st,2 
libraries/freertos_plus/standard/freertos_pl,2 
libraries/freertos_plus/standard/freertos_plus_tcp/,3 
libraries/freertos_plus/standard/freertos_plus_tcp/source/po,2 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInt,2 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterf,2 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface,2 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/esp32,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/esp32/NetworkInterface.c,1 
libraries/freertos_plus/standard,2 
libraries/freertos_plus/standard/utils,2 
libraries/freertos_plus/standard/utils/src,2 
libraries/c_sdk/standard/ble/test/iot_test_ble_end_to_end.c,1 
libraries/c_sdk/standard/ble/test/iot_test_wifi_provisioning.c,1 
libraries/c_sdk/standard/common/logging/iot_logging_task_dynamic_buffers.c,1 
libraries/c_sdk/standard/common/test/iot_memory_leak.c,1 
libraries/c_sdk/standard/mqtt/src/iot_mqtt_agent.c,1 
libraries/c_sdk/standard/mqtt/test/iot_test_mqtt_agent.c,1 
libraries/c_sdk/standard/mqtt/test/unit/iot_tests_mqtt_serialize_ble.c,1 
libraries/c_sdk/standard/serializer/src/json/iot_serializer_json_decoder.c,1 
libraries/c_sdk/standard/serializer/src/json/iot_serializer_json_encoder.c,1 
libraries/freertos_plus/standard/utils/src/iot_system_init.c,1 
libraries/c_sdk/standard/common/iot_device_metrics.c,1 
libraries/c_sdk/standard/mqtt/test/unit/iot_tests_mqtt_metrics.c,1 
libraries/freertos_plus/standard/utils/src/iot_pki_utils.c,1 
libraries/c_sdk/standard/https/src/iot_https_utils.c,1 
libraries/c_sdk/standard/https/test/access,1 
libraries/c_sdk/standard/https/test/access/iot_test_access_https_client.c,1 
libraries/c_sdk/standard/https/test/unit/iot_tests_https_utils.c,1 
libraries/c_sdk/standard/serializer/test/iot_tests_deserializer_json.c,1 
libraries/c_sdk/aws/defender/test/system,1 
libraries/c_sdk/aws/defender/test/system/aws_iot_tests_defender_system.c,1 
libraries/abstra,1 
libraries/abstractions/secure_s,1 
libraries/abstractions/secure_sockets,1 
libraries/abstractions/secure_sockets/utest,1 
libraries/abstractions/secure_sockets/utest/secure_sockets_utest.c,1 
libraries/c_sdk/standard/mqtt/test/mock,1 
libraries/c_sdk/standard/mqtt/test/mock/iot_tests_mqtt_mock.c,1 
libraries/c_sdk/standard/ble/test/iot_test_ble_mqtt_serialize.c,1 
libraries/c_sdk/standard/ble/utest,3 
libraries/c_sdk/standard/ble/utest/ble_mqtt_transport,1 
libraries/c_sdk/standard/ble/utest/ble_mqtt_transport/iot_ble_mqtt_transport_utest.c,1 
libraries/c_sdk/standard/ble/test/iot_mqtt_ble_system_test.c,2 
libraries/c_sdk/standard/mqtt/src/iot_mqtt_subscription_container.c,1 
libraries/c_sdk/standard/ble/src/services/mqtt_ble/iot_ble_mqtt_transport.c,1 
libraries/abstractions/tra,1 
libraries/abstractions/transport,1 
libraries/abstractions/transport/utest,1 
libraries/abstractions/transport/utest/transport_secure_sockets_utest.c,1 
tests/common/shadow,2 
tests/common/ble,3 
tests/nordic,3 
tests/nordic/nrf52840-dk,3 
tests/nordic/nrf52840-dk/common,3 
tests/nordic/nrf52840-dk/common/application_code,3 
tests/nordic/nrf52840-dk/common/application_code/main.c,3 
tests/common/aws_test.c,1 
tests/common/aws_test_framework.c,1 
tests/common/aws_test_runner.c,1 
tests/common/iot_tests_network.c,1 
tests/common/iot_test_freertos.c,1 
tests/unit_test,1 
tests/unit_test/linux,1 
tests/unit_test/linux/utils,1 
tests/unit_test/linux/utils/task_control.c,1 
tests/unit_test/linux/utils/wait_for_event.c,1 
tests/integration_test,2 
tests/integration_test/core_mqtt_system_test.c,1 
tests/integration_test/test_freertos_tcp.c,1 
tests/integration_test/shadow_system_test.c,1 
tests/integration_test/core_http_system_test.c,1 
modules/ports/ble,2 
modules/ports/ble/iot_ble_gap.c,1 
vendors/mediatek,1 
vendors/microchip,1 
vendors/microchip/boards,2 
vendors/microchip/boards/curiosity_pic32mzef,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader,1 
vendors/nordic/boards/nrf52840-dk/aws_demos/bootloader,1 
vendors/nordic/boards/nrf52840-dk/aws_demos/bootloader/asn1utility.c,1 
vendors/nordic/boards/nrf52840-dk/aws_demos/bootloader/crypto.c,1 
vendors/nordic/boards/nrf52840-dk/aws_tests/bootloader,1 
vendors/nordic/boards/nrf52840-dk/aws_tests/bootloader/asn1utility.c,1 
vendors/nordic/boards/nrf52840-dk/aws_tests/bootloader/crypto.c,1 
vendors/nxp/LPC54018/drivers/mflash_drv.c,1 
vendors/renesas,2 
vendors/renesas/amazon_freertos_common,1 
vendors/renesas/amazon_freertos_common/compiler_support,1 
vendors/renesas/amazon_freertos_common/compiler_support/ccrx,1 
vendors/renesas/amazon_freertos_common/compiler_support/ccrx/exit.c,1 
vendors/renesas/amazon_freertos_common/entropy_hardware_poll.c,1 
vendors/renesas/amazon_freertos_common/freertos_start.c,1 
vendors/ti,1 
vendors/cypress/boards,5 
vendors/cypress/boards/CYW943907AEVAL1F/ports/pkcs11,2 
vendors/cypress/boards/CYW943907AEVAL1F/ports/pkcs11/hw_poll.c,1 
vendors/cypress/boards/CYW954907AEVAL1F/ports/pkcs11,2 
vendors/cypress/boards/CYW954907AEVAL1F/ports/pkcs11/hw_poll.c,1 
vendors/espressif/boards,4 
vendors/espressif/boards/esp32,3 
vendors/espressif/boards/esp32/ports,2 
vendors/espressif/boards/esp32/ports/ble,3 
vendors/espressif/boards/esp32/ports/ota,1 
vendors/espressif/boards/esp32/ports/ota/aws_ota_pal.c,1 
vendors/espressif/boards/esp32/ports/pkcs11,1 
vendors/espressif/boards/esp32/ports/wifi,2 
vendors/microchip/boards/curiosity_pic32mzef/ports/ota,1 
vendors/microchip/boards/curiosity_pic32mzef/ports/ota/aws_ota_pal.c,1 
vendors/microchip/boards/curiosity_pic32mzef/ports/pkcs11,2 
vendors/nordic/boards/nrf52840-dk/ports,3 
vendors/nordic/boards/nrf52840-dk/ports/ble,2 
vendors/nordic/boards/nrf52840-dk/ports/ota,1 
vendors/nordic/boards/nrf52840-dk/ports/ota/asn1utility.c,1 
vendors/nordic/boards/nrf52840-dk/ports/ota/aws_ota_pal.c,1 
vendors/nxp/boards/lpc54018iotmodule/ports/pkcs11,2 
vendors/nxp/boards/lpc54018iotmodule/ports/pkcs11/hw_poll.c,1 
vendors/pc,3 
vendors/pc/boards,3 
vendors/pc/boards/windows,3 
vendors/pc/boards/windows/ports,3 
vendors/pc/boards/windows/ports/ota,1 
vendors/pc/boards/windows/ports/ota/aws_ota_pal.c,1 
vendors/pc/boards/windows/ports/pkcs11,3 
vendors/ti/boards,1 
vendors/ti/boards/cc3220_launchpad,1 
vendors/vendor/boards/board/ports/ota,2 
vendors/vendor/boards/board/ports/ota/aws_ota_pal.c,1 
vendors/cypress/boards/CYW943907AEVAL1F/aws_demos,2 
vendors/cypress/boards/CYW943907AEVAL1F/aws_demos/application_code,1 
vendors/cypress/boards/CYW943907AEVAL1F/aws_demos/application_code/main.c,1 
vendors/cypress/boards/CYW943907AEVAL1F/aws_tests,2 
vendors/cypress/boards/CYW943907AEVAL1F/aws_tests/application_code,1 
vendors/cypress/boards/CYW943907AEVAL1F/aws_tests/application_code/main.c,1 
vendors/cypress/boards/CYW954907AEVAL1F/aws_demos,2 
vendors/cypress/boards/CYW954907AEVAL1F/aws_demos/application_code,1 
vendors/cypress/boards/CYW954907AEVAL1F/aws_demos/application_code/main.c,1 
vendors/cypress/boards/CYW954907AEVAL1F/aws_tests,2 
vendors/cypress/boards/CYW954907AEVAL1F/aws_tests/application_code,1 
vendors/cypress/boards/CYW954907AEVAL1F/aws_tests/application_code/main.c,1 
vendors/espressif/boards/esp32/aws_demos/application_code,1 
vendors/espressif/boards/esp32/aws_demos/application_code/main.c,1 
vendors/espressif/boards/esp32/aws_tests/application_code,1 
vendors/espressif/boards/esp32/aws_tests/application_code/main.c,1 
vendors/infineon/boards/xmc4800_iotkit/aws_demos,1 
vendors/infineon/boards/xmc4800_iotkit/aws_demos/application_code,1 
vendors/infineon/boards/xmc4800_iotkit/aws_demos/application_code/main.c,1 
vendors/infineon/boards/xmc4800_iotkit/aws_tests,1 
vendors/infineon/boards/xmc4800_iotkit/aws_tests/application_code,1 
vendors/infineon/boards/xmc4800_iotkit/aws_tests/application_code/main.c,1 
vendors/mediatek/boards/mt7697hx-dev-kit/aws_demos/application_code,1 
vendors/mediatek/boards/mt7697hx-dev-kit/aws_demos/application_code/main.c,1 
vendors/mediatek/boards/mt7697hx-dev-kit/aws_demos/application_code/mediatek_code,1 
vendors/mediatek/boards/mt7697hx-dev-kit/aws_demos/application_code/mediatek_code/source,1 
vendors/mediatek/boards/mt7697hx-dev-kit/aws_demos/application_code/mediatek_code/source/cli.c,1 
vendors/mediatek/boards/mt7697hx-dev-kit/aws_tests/application_code,1 
vendors/mediatek/boards/mt7697hx-dev-kit/aws_tests/application_code/main.c,1 
vendors/mediatek/boards/mt7697hx-dev-kit/aws_tests/application_code/mediatek_code,1 
vendors/mediatek/boards/mt7697hx-dev-kit/aws_tests/application_code/mediatek_code/source,1 
vendors/mediatek/boards/mt7697hx-dev-kit/aws_tests/application_code/mediatek_code/source/cli.c,1 
vendors/microchip/boards/curiosity_pic32mzef/aws_demos,2 
vendors/microchip/boards/curiosity_pic32mzef/aws_demos/application_code,1 
vendors/microchip/boards/curiosity_pic32mzef/aws_demos/application_code/main.c,1 
vendors/microchip/boards/curiosity_pic32mzef/aws_tests,1 
vendors/microchip/boards/curiosity_pic32mzef/aws_tests/application_code,1 
vendors/microchip/boards/curiosity_pic32mzef/aws_tests/application_code/main.c,1 
vendors/nordic/boards/nrf52840-dk/aws_demos/application_code,1 
vendors/nordic/boards/nrf52840-dk/aws_demos/application_code/main.c,1 
vendors/nordic/boards/nrf52840-dk/aws_tests/application_code,1 
vendors/nordic/boards/nrf52840-dk/aws_tests/application_code/aws_ble_numericComparison.c,1 
vendors/nordic/boards/nrf52840-dk/aws_tests/application_code/fake_PKCS11.c,1 
vendors/nordic/boards/nrf52840-dk/aws_tests/application_code/main.c,1 
vendors/nxp/boards/lpc54018iotmodule/aws_demos/application_code,1 
vendors/nxp/boards/lpc54018iotmodule/aws_demos/application_code/main.c,1 
vendors/nxp/boards/lpc54018iotmodule/aws_tests,1 
vendors/nxp/boards/lpc54018iotmodule/aws_tests/application_code,1 
vendors/nxp/boards/lpc54018iotmodule/aws_tests/application_code/main.c,1 
vendors/pc/boards/windows/aws_demos,1 
vendors/pc/boards/windows/aws_demos/application_code,1 
vendors/pc/boards/windows/aws_demos/application_code/aws_demo_logging.c,1 
vendors/pc/boards/windows/aws_demos/application_code/aws_entropy_hardware_poll.c,1 
vendors/pc/boards/windows/aws_demos/application_code/main.c,1 
vendors/pc/boards/windows/aws_tests,1 
vendors/pc/boards/windows/aws_tests/application_code,1 
vendors/pc/boards/windows/aws_tests/application_code/main.c,1 
vendors/renesas/boards,2 
vendors/renesas/boards/rx65n-rsk,2 
vendors/renesas/boards/rx65n-rsk/aws_demos,2 
vendors/renesas/boards/rx65n-rsk/aws_demos/application_code,1 
vendors/renesas/boards/rx65n-rsk/aws_demos/application_code/main.c,1 
vendors/renesas/boards/rx65n-rsk/aws_tests,2 
vendors/renesas/boards/rx65n-rsk/aws_tests/application_code,1 
vendors/renesas/boards/rx65n-rsk/aws_tests/application_code/main.c,1 
vendors/st/boards/stm32l475_discovery,2 
vendors/st/boards/stm32l475_discovery/aws_demos,1 
vendors/st/boards/stm32l475_discovery/aws_demos/application_code,2 
vendors/st/boards/stm32l475_discovery/aws_demos/application_code/main.c,1 
vendors/st/boards/stm32l475_discovery/aws_demos/application_code/st_code,2 
vendors/st/boards/stm32l475_discovery/aws_demos/application_code/st_code/entropy_hardware_poll.c,1 
vendors/st/boards/stm32l475_discovery/aws_tests,1 
vendors/st/boards/stm32l475_discovery/aws_tests/application_code,2 
vendors/st/boards/stm32l475_discovery/aws_tests/application_code/main.c,1 
vendors/st/boards/stm32l475_discovery/aws_tests/application_code/st_code,2 
vendors/st/boards/stm32l475_discovery/aws_tests/application_code/st_code/entropy_hardware_poll.c,1 
vendors/ti/boards/cc3220_launchpad/aws_demos,2 
vendors/ti/boards/cc3220_launchpad/aws_demos/application_code,1 
vendors/ti/boards/cc3220_launchpad/aws_demos/application_code/main.c,1 
vendors/ti/boards/cc3220_launchpad/aws_tests,1 
vendors/ti/boards/cc3220_launchpad/aws_tests/application_code,1 
vendors/ti/boards/cc3220_launchpad/aws_tests/application_code/main.c,1 
vendors/vendor/boards/board/aws_demos,1 
vendors/vendor/boards/board/aws_demos/application_code,1 
vendors/vendor/boards/board/aws_demos/application_code/main.c,1 
vendors/vendor/boards/board/aws_tests,1 
vendors/vendor/boards/board/aws_tests/application_code,1 
vendors/vendor/boards/board/aws_tests/application_code/main.c,1 
vendors/xilinx/boards,1 
vendors/xilinx/boards/microzed,1 
vendors/xilinx/boards/microzed/aws_demos,2 
vendors/xilinx/boards/microzed/aws_demos/application_code,1 
vendors/xilinx/boards/microzed/aws_demos/application_code/main.c,1 
vendors/xilinx/boards/microzed/aws_tests,1 
vendors/xilinx/boards/microzed/aws_tests/application_code,1 
vendors/xilinx/boards/microzed/aws_tests/application_code/main.c,1 
vendors/nuvoton,2 
vendors/renesas/boards/rx65n-rsk/aws_demos/src,2 
vendors/renesas/boards/rx65n-rsk/aws_demos/src/smc_gen,2 
vendors/renesas/boards/rx65n-rsk/aws_demos/src/smc_gen/r_pincfg,2 
vendors/renesas/boards/rx65n-rsk/aws_tests/src,2 
vendors/renesas/boards/rx65n-rsk/aws_tests/src/smc_gen,2 
vendors/renesas/boards/rx65n-rsk/aws_tests/src/smc_gen/r_pincfg,2 
vendors/nuvoton/boards,4 
vendors/nuvoton/boards/numaker_iot_m487_wifi,4 
vendors/nuvoton/boards/numaker_iot_m487_wifi/aws_demos,2 
vendors/nuvoton/boards/numaker_iot_m487_wifi/aws_demos/application_code,2 
vendors/nuvoton/boards/numaker_iot_m487_wifi/aws_demos/application_code/main.c,1 
vendors/nuvoton/boards/numaker_iot_m487_wifi/aws_demos/application_code/nuvoton_code,1 
vendors/nuvoton/boards/numaker_iot_m487_wifi/aws_demos/application_code/nuvoton_code/entropy_hardware_poll.c,1 
vendors/marvell/boards/mw300_rd,4 
vendors/marvell/boards/mw300_rd/aws_demos,1 
vendors/marvell/boards/mw300_rd/aws_demos/application_code,1 
vendors/marvell/boards/mw300_rd/aws_demos/application_code/main.c,1 
vendors/marvell/boards/mw300_rd/aws_tests,2 
vendors/marvell/boards/mw300_rd/aws_tests/application_code,1 
vendors/marvell/boards/mw300_rd/aws_tests/application_code/main.c,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/crypto,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/crypto/tinycrypt,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/crypto/tinycrypt/asn1utility.c,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/crypto/tinycrypt/aws_boot_crypto.c,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/flash,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/flash/portable,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/flash/portable/microchip,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/flash/portable/microchip/curiosity_pic32mzef,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/flash/portable/microchip/curiosity_pic32mzef/aws_boot_flash.c,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/flash/portable/microchip/curiosity_pic32mzef/aws_boot_nvm.c,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/flash/portable/microchip/curiosity_pic32mzef/aws_boot_partition.c,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/loader,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/loader/aws_boot_loader.c,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/loader/portable,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/loader/portable/microchip,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/loader/portable/microchip/curiosity_pic32mzef,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/loader/portable/microchip/curiosity_pic32mzef/aws_boot_pal.c,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/logging,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/logging/aws_boot_log.c,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/logging/portable,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/logging/portable/microchip,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/logging/portable/microchip/curiosity_pic32mzef,1 
vendors/microchip/boards/curiosity_pic32mzef/bootloader/bootloader/logging/portable/microchip/curiosity_pic32mzef/aws_boot_log_uart.c,1 
vendors/nuvoton/boards/numaker_iot_m487_wifi/aws_tests,4 
vendors/nuvoton/boards/numaker_iot_m487_wifi/aws_tests/application_code,1 
vendors/nuvoton/boards/numaker_iot_m487_wifi/aws_tests/application_code/main.c,1 
vendors/marvell/WMSDK/mw320/sdk/src/platform,1 
vendors/marvell/WMSDK/mw320/sdk/src/platform/net,1 
vendors/marvell/WMSDK/mw320/sdk/src/platform/net/freertos-plus-tcp,1 
vendors/marvell/WMSDK/mw320/sdk/src/platform/net/freertos-plus-tcp/net.c,1 
vendors/cypress/boards/CYW943907AEVAL1F/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/cypress/boards/CYW943907AEVAL1F/ports/wifi/iot_wifi.c,1 
vendors/cypress/boards/CYW954907AEVAL1F/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/cypress/boards/CYW954907AEVAL1F/ports/wifi/iot_wifi.c,1 
vendors/espressif/boards/esp32/ports/ble/iot_ble_hal_common_gap.c,1 
vendors/espressif/boards/esp32/ports/ble/iot_ble_hal_gap.c,1 
vendors/espressif/boards/esp32/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/espressif/boards/esp32/ports/wifi/iot_wifi.c,1 
vendors/infineon/boards/xmc4800_iotkit/ports/pkcs11,2 
vendors/infineon/boards/xmc4800_iotkit/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/infineon/boards/xmc4800_iotkit/ports/secure_sockets/iot_secure_sockets.c,1 
vendors/infineon/boards/xmc4800_iotkit/ports/wifi/iot_wifi.c,1 
