Arquivo,Descrição
drivers/wireless/ieee802154/mrf24j40,3 
drivers/wireless/ieee802154/mrf24j40/mrf24j40.c,2 
drivers/wireless/ieee802154/mrf24j40/mrf24j40_radif.c,2 
drivers/wireless/ieee802154/mrf24j40/mrf24j40_interrupt.c,2 
drivers/power/smps.c,1 
drivers/wireless/spirit,2 
drivers/wireless/spirit/drivers,1 
drivers/wireless/spirit/drivers/spirit_netdev.c,1 
drivers/wireless/spirit/lib,2 
drivers/wireless/spirit/lib/spirit_radio.c,1 
drivers/wireless/spirit/lib/spirit_spi.c,1 
drivers/sensors/ltc4151.c,3 
drivers/sensors/hc_sr04.c,2 
drivers/wireless/ieee802154/xbee,3 
drivers/wireless/ieee802154/xbee/xbee.c,3 
drivers/wireless/ieee802154/xbee/xbee_mac.c,3 
drivers/lcd/lcd_framebuffer.c,2 
drivers/usbdev/rndis.c,2 
drivers/analog/ltc1867l.c,2 
drivers/analog/opamp.c,2 
drivers/audio/cs43l22.c,2 
drivers/input/cypress_mbr3108.c,2 
drivers/power/bq2429x.c,2 
drivers/power/powerled.c,2 
drivers/wireless/ieee802154/xbee/xbee_netdev.c,2 
drivers/sensors/apds9960.c,2 
drivers/lcd/max7219.c,2 
drivers/audio/wm8776.c,3 
drivers/input/ft5x06.c,2 
drivers/sensors/lis3dh.c,2 
drivers/lcd/ft80x.c,2 
drivers/eeprom/i2c_xx24xx.c,2 
drivers/lcd/ft80x_spi.c,2 
drivers/power/pm_unregister.c,2 
drivers/sensors/sht21.c,2 
drivers/wireless/bluetooth,3 
drivers/wireless/bluetooth/bt_uart.c,2 
drivers/wireless/bluetooth/bt_null.c,1 
drivers/sensors/ina3221.c,2 
drivers/usbhost/usbhost_max3421e.c,2 
drivers/analog/dac7571.c,2 
drivers/crypto,3 
drivers/crypto/dev_urandom.c,2 
drivers/mtd/gd25.c,2 
drivers/lcd/st7032.c,2 
drivers/timers/mcp794xx.c,1 
drivers/lcd/tda19988.c,2 
drivers/sensors/as726x.c,2 
drivers/sensors/vl53l1x.c,3 
drivers/timers/pwm.c,2 
drivers/wireless/bluetooth/bt_uart_bcm4343x.c,2 
drivers/modem/altair,3 
drivers/modem/altair/altmdm_pm.c,2 
drivers/modem/altair/altmdm_spi.c,2 
drivers/modem/altair/altmdm_sys.c,2 
drivers/power/pm,4 
configs/viewtool-stm32f107,1 
configs/viewtool-stm32f107/src,1 
configs/viewtool-stm32f107/src/stm32_highpri.c,1 
configs/stm32f429i-disco,1 
configs/stm32f429i-disco/src,1 
configs/stm32f429i-disco/src/stm32_boot.c,1 
configs/stm32f4discovery/src/stm32_bringup.c,1 
configs/maple,1 
configs/maple/src,1 
configs/maple/src/stm32_lcd.c,1 
configs/nucleo-f303re,2 
configs/nucleo-f303re/src,2 
configs/nucleo-f303re/src/stm32_adc.c,1 
configs/nucleo-l476rg,1 
configs/nucleo-l476rg/src,1 
configs/nucleo-l476rg/src/stm32_appinit.c,1 
configs/nucleo-144,2 
configs/nucleo-144/src,2 
configs/nucleo-144/src/stm32_appinitialize.c,1 
configs/stm32f746-ws,2 
configs/stm32f746-ws/src,2 
configs/nucleo-l432kc,3 
configs/nucleo-l432kc/src,3 
configs/nucleo-l432kc/src/stm32_appinit.c,1 
configs/nucleo-f334r8,3 
configs/nucleo-f334r8/src,3 
configs/nucleo-f334r8/src/stm32_highpri.c,2 
configs/stm32f334-disco,3 
configs/stm32f334-disco/src,3 
configs/stm32f334-disco/src/stm32_smps.c,2 
configs/imxrt1050-evk,2 
configs/imxrt1050-evk/src,2 
configs/imxrt1050-evk/src/imxrt_bringup.c,1 
configs/imxrt1050-evk/src/imxrt_flexspi_nor_flash.c,1 
net/arp,2 
net/arp/arp_table.c,1 
net/igmp,1 
net/igmp/igmp_group.c,1 
net/igmp/igmp_input.c,1 
net/igmp/igmp_join.c,1 
net/igmp/igmp_leave.c,1 
net/igmp/igmp_mcastmac.c,1 
net/igmp/igmp_msg.c,1 
net/igmp/igmp_poll.c,1 
net/igmp/igmp_send.c,1 
net/tcp,3 
net/tcp/tcp_appsend.c,1 
net/tcp/tcp_backlog.c,1 
net/tcp/tcp_callback.c,1 
net/tcp/tcp_conn.c,1 
net/tcp/tcp_input.c,1 
net/tcp/tcp_send.c,1 
net/tcp/tcp_timer.c,1 
net/tcp/tcp_wrbuffer.c,1 
net/udp,3 
net/udp/udp_callback.c,1 
net/udp/udp_conn.c,1 
net/udp/udp_input.c,1 
net/udp/udp_send.c,1 
net/pkt,2 
net/pkt/pkt_callback.c,1 
net/pkt/pkt_conn.c,1 
net/pkt/pkt_input.c,1 
net/tcp/tcp_wrbuffer_dump.c,1 
net/tcp/tcp_send_buffered.c,1 
net/tcp/tcp_send_unbuffered.c,1 
net/pkt/pkt_send.c,1 
net/icmp/icmp_input.c,1 
net/icmp/icmp_poll.c,1 
net/tcp/tcp_listen.c,1 
net/igmp/igmp_initialize.c,1 
net/route,2 
net/route/net_router.c,1 
net/route/netdev_router.c,1 
net/utils,4 
net/utils/net_lock.c,1 
net/net_initialize.c,1 
net/netdev/netdev_carrier.c,2 
net/netdev/netdev_findbyaddr.c,1 
net/netdev/netdev_ioctl.c,1 
net/netdev/netdev_register.c,1 
net/utils/net_chksum.c,1 
net/socket/accept.c,1 
net/socket/bind.c,1 
net/socket/connect.c,1 
net/socket/getsockname.c,1 
net/socket/getsockopt.c,1 
net/socket/listen.c,1 
net/socket/net_close.c,1 
net/socket/net_poll.c,1 
net/socket/net_sendfile.c,1 
net/socket/net_sockets.c,1 
net/socket/net_vfcntl.c,1 
net/socket/recvfrom.c,1 
net/socket/send.c,1 
net/socket/sendto.c,1 
net/socket/setsockopt.c,3 
net/socket/socket.c,1 
net/devif,3 
net/devif/devif_callback.c,1 
net/devif/devif_iobsend.c,2 
net/devif/devif_pktsend.c,1 
net/devif/devif_poll.c,1 
net/devif/devif_send.c,3 
net/arp/arp_arpin.c,1 
net/arp/arp_out.c,1 
net/arp/arp_send.c,1 
net/arp/arp_notify.c,1 
net/arp/arp_format.c,2 
net/icmpv6/icmpv6_input.c,1 
net/devif/ipv4_input.c,1 
net/devif/ipv6_input.c,1 
net/arp/arp_poll.c,2 
net/icmpv6/icmpv6_poll.c,1 
net/tcp/tcp_ipselect.c,1 
net/udp/udp_ipselect.c,1 
net/icmpv6/icmpv6_solicit.c,1 
net/neighbor,2 
net/neighbor/neighbor_out.c,1 
net/neighbor/neighbor_add.c,1 
net/local,2 
net/local/local_conn.c,2 
net/local/local_listen.c,2 
net/tcp/tcp_accept.c,1 
net/local/local_accept.c,2 
net/local/local_connect.c,1 
net/local/local_release.c,2 
net/local/local_recvfrom.c,1 
net/local/local_sendpacket.c,2 
net/local/local_bind.c,2 
net/local/local_fifo.c,2 
net/local/local_recvutils.c,2 
net/udp/udp_devpoll.c,1 
net/tcp/tcp_devpoll.c,1 
net/local/local_netpoll.c,2 
net/icmpv6/icmpv6_neighbor.c,1 
net/icmpv6/icmpv6_notify.c,1 
net/icmpv6/icmpv6_autoconfig.c,1 
net/icmpv6/icmpv6_rsolicit.c,1 
net/icmpv6/icmpv6_advertise.c,1 
net/icmpv6/icmpv6_rnotify.c,1 
net/utils/net_ipv6_pref2mask.c,1 
net/tcp/tcp_netpoll.c,1 
net/udp/udp_netpoll.c,1 
net/udp/udp_finddev.c,1 
net/tcp/tcp_finddev.c,1 
net/procfs,3 
net/procfs/netdev_statistics.c,1 
net/utils/net_ipv6_mask2pref.c,1 
net/pkt/pkt_finddev.c,1 
net/icmpv6/icmpv6_radvertise.c,1 
net/netdev/netdev_findbyindex.c,1 
net/sixlowpan,2 
net/sixlowpan/sixlowpan_hc06.c,1 
net/sixlowpan/sixlowpan_globals.c,1 
net/sixlowpan/sixlowpan_input.c,1 
net/sixlowpan/sixlowpan_send.c,1 
net/sixlowpan/sixlowpan_hc1.c,1 
net/sixlowpan/sixlowpan_utils.c,1 
net/sixlowpan/sixlowpan_framer.c,1 
net/sixlowpan/sixlowpan_tcpsend.c,1 
net/sixlowpan/sixlowpan_udpsend.c,1 
net/neighbor/neighbor_ethernet_out.c,2 
net/sixlowpan/sixlowpan_framelist.c,1 
net/usrsock,3 
net/usrsock/usrsock_close.c,2 
net/usrsock/usrsock_event.c,1 
net/usrsock/usrsock_getsockname.c,2 
net/usrsock/usrsock_getsockopt.c,2 
net/usrsock/usrsock_poll.c,2 
net/usrsock/usrsock_recvfrom.c,1 
net/usrsock/usrsock_sendto.c,1 
net/usrsock/usrsock_setsockopt.c,2 
net/usrsock/usrsock_socket.c,2 
net/utils/net_ipchksum.c,2 
net/devif/devif_forward.c,1 
net/neighbor/neighbor_dumpentry.c,1 
net/netdev/netdev_lladdrsize.c,1 
net/ipforward,2 
net/ipforward/ipv4_forward.c,2 
net/ipforward/ipv6_forward.c,2 
net/ipforward/ipfwd_forward.c,1 
net/ipforward/ipfwd_poll.c,1 
net/ipforward/ipfwd_dropstats.c,1 
net/pkt/pkt_sockif.c,2 
net/pkt/pkt_recvfrom.c,1 
net/socket/net_sockif.c,2 
net/sixlowpan/sixlowpan_icmpv6send.c,2 
net/usrsock/usrsock_bind.c,2 
net/inet/inet_close.c,1 
net/inet/inet_recvfrom.c,1 
net/inet/inet_sockif.c,2 
net/inet/ipv4_getsockname.c,1 
net/inet/ipv6_getsockname.c,1 
net/inet/inet_globals.c,1 
net/ieee802154,3 
net/ieee802154/ieee802154_recvfrom.c,1 
net/ieee802154/ieee802154_sendto.c,1 
net/ieee802154/ieee802154_conn.c,2 
net/ieee802154/ieee802154_input.c,1 
net/ieee802154/ieee802154_sockif.c,2 
net/ieee802154/ieee802154_poll.c,2 
net/sixlowpan/sixlowpan_reassbuf.c,2 
net/tcp/tcp_monitor.c,2 
net/tcp/tcp_connect.c,1 
net/tcp/tcp_sendfile.c,2 
net/usrsock/usrsock_conn.c,2 
net/usrsock/usrsock_sockif.c,2 
net/usrsock/usrsock_connect.c,2 
net/usrsock/usrsock_dev.c,2 
net/netdev/netdev_ifconf.c,2 
net/route/net_add_ramroute.c,1 
net/route/net_del_ramroute.c,2 
net/route/net_foreach_ramroute.c,1 
net/route/net_foreach_romroute.c,1 
net/route/net_del_fileroute.c,1 
net/route/net_foreach_fileroute.c,1 
net/route/net_fileroute.c,2 
net/route/net_cacheroute.c,1 
net/utils/net_icmpchksum.c,2 
net/icmp/icmp_recvfrom.c,1 
net/icmp/icmp_sendto.c,1 
net/icmp/icmp_netpoll.c,2 
net/icmpv6/icmpv6_sendto.c,1 
net/icmpv6/icmpv6_netpoll.c,2 
net/udp/udp_psock_sendto_buffered.c,1 
net/ieee802154/ieee802154_container.c,2 
net/icmpv6/icmpv6_recvfrom.c,1 
net/route/net_add_fileroute.c,1 
net/bluetooth,3 
net/bluetooth/bluetooth_recvfrom.c,1 
net/bluetooth/bluetooth_sendto.c,1 
net/bluetooth/bluetooth_sockif.c,2 
net/bluetooth/bluetooth_input.c,2 
net/udp/udp_setsockopt.c,2 
net/devif/devif_loopback.c,2 
net/tcp/tcp_notifier.c,2 
net/udp/udp_notifier.c,2 
net/netdev/netdown_notifier.c,1 
net/netlink,4 
net/mld,2 
net/mld/mld_send.c,2 
net/mld/mld_join.c,1 
net/mld/mld_leave.c,1 
net/mld/mld_group.c,2 
net/mld/mld_initialize.c,2 
net/mld/mld_poll.c,1 
net/mld/mld_query.c,1 
net/mld/mld_report.c,1 
net/mld/mld_timer.c,2 
net/bluetooth/bluetooth_poll.c,2 
net/tcp/tcp_txdrain.c,2 
net/udp/udp_txdrain.c,2 
net/netlink/netlink_conn.c,2 
net/netlink/netlink_route.c,2 
graphics/nxbe/nxbe_closewindow.c,1 
graphics/nxbe/nxbe_move.c,1 
graphics/nxbe/nxbe_bitmap.c,1 
graphics/nxbe/nxbe_fill.c,1 
graphics/nxbe/nxbe_filltrapezoid.c,1 
graphics/nxbe/nxbe_clipper.c,1 
graphics/nxglib/fb/nxglib_copyrectangle.c,1 
graphics/nxglib/fb/nxglib_fillrectangle.c,1 
graphics/nxbe/nxbe_configure.c,1 
graphics/nxglib/fb/nxglib_setpixel.c,1 
graphics/nxglib/lcd/nxglib_setpixel.c,1 
graphics/nxbe/nxbe_getrectangle.c,1 
graphics/nxglib/lcd/nxglib_getrectangle.c,1 
graphics/nxmu/nxmu_sendclient.c,1 
graphics/nxglib/fb/nxglib_getrectangle.c,1 
graphics/nxterm,2 
graphics/nxterm/nx_register.c,1 
graphics/nxterm/nxtk_register.c,1 
graphics/nxterm/nxtool_register.c,1 
graphics/nxterm/nxterm_driver.c,2 
graphics/nxterm/nxterm_font.c,1 
graphics/nxterm/nxterm_kbdin.c,2 
graphics/nxterm/nxterm_putc.c,1 
graphics/nxterm/nxterm_redraw.c,1 
graphics/nxterm/nxterm_register.c,1 
graphics/nxterm/nxterm_scroll.c,1 
graphics/nxterm/nxterm_sem.c,1 
graphics/nxterm/nxterm_unregister.c,1 
graphics/vnc,1 
graphics/vnc/server,1 
graphics/vnc/server/vnc_server.c,1 
graphics/vnc/server/vnc_keymap.c,1 
graphics/vnc/server/vnc_negotiate.c,1 
graphics/vnc/server/vnc_fbdev.c,1 
graphics/vnc/server/vnc_receiver.c,1 
graphics/vnc/server/vnc_updater.c,1 
graphics/vnc/server/vnc_color.c,1 
graphics/vnc/server/vnc_raw.c,1 
graphics/vnc/server/vnc_rre.c,1 
graphics/nxmu/nxmu_start.c,2 
graphics/nxbe/nxbe_cursor.c,1 
graphics/nxbe/nxbe_flush.c,1 
graphics/nxglib/cursor,1 
graphics/nxglib/cursor/nxglib_cursor_backup.c,1 
graphics/nxglib/cursor/nxglib_cursor_draw.c,1 
graphics/nxglib/cursor/nxglib_cursor_erase.c,1 
binfmt/binfmt_execmodule.c,2 
binfmt/binfmt_exec.c,1 
binfmt/elf.c,2 
binfmt/libelf/libelf_bind.c,1 
binfmt/libelf/libelf_init.c,2 
binfmt/libelf/libelf_load.c,2 
binfmt/libelf/libelf_verify.c,2 
binfmt/libelf/libelf_symbols.c,2 
binfmt/libelf/libelf_ctors.c,1 
binfmt/libnxflat/libnxflat_addrenv.c,1 
binfmt/libelf/libelf_addrenv.c,2 
binfmt/builtin.c,2 
binfmt/libelf/libelf_dtors.c,1 
binfmt/libelf/libelf_iobuffer.c,1 
binfmt/libelf/libelf_sections.c,2 
binfmt/binfmt_execsymtab.c,1 
binfmt/binfmt_copyargv.c,2 
syscall/syscall_funclookup.c,1 
syscall/syscall_stublookup.c,1 
libc/stdio/lib_libvsprintf.c,1 
libc/stdio/lib_sscanf.c,1 
libc/netdb,1 
libc/netdb/lib_dnsquery.c,1 
audio/audio.c,1 
audio/pcm_decode.c,1 
include/nuttx,1 
include/nuttx/spi,1 
include/nuttx/spi/spi_bitbang.c,1 
crypto/crypto.c,1 
crypto/testmngr.c,1 
crypto/aes.c,1 
crypto/random_pool.c,2 
crypto/blake2s.c,2 
wireless/ieee802154,3 
wireless/ieee802154/mac802154_device.c,2 
wireless/ieee802154/mac802154_loopback.c,1 
wireless/ieee802154/mac802154_netdev.c,1 
wireless/ieee802154/mac802154_data.c,2 
wireless/ieee802154/mac802154_getset.c,3 
wireless/ieee802154/mac802154_poll.c,2 
wireless/pktradio,1 
wireless/pktradio/pktradio_loopback.c,1 
wireless/pktradio/pktradio_metadata.c,1 
wireless/ieee802154/ieee802154_primitive.c,1 
wireless/bluetooth,3 
wireless/bluetooth/bt_conn.c,2 
wireless/bluetooth/bt_hcicore.c,2 
wireless/bluetooth/bt_gatt.c,2 
wireless/bluetooth/bt_ioctl.c,1 
wireless/bluetooth/bt_att.c,2 
wireless/bluetooth/bt_buf.c,2 
wireless/bluetooth/bt_netdev.c,2 
wireless/bluetooth/bt_queue.c,1 
libs/libc/aio,2 
libs/libc/aio/lio_listio.c,2 
libs/libc/audio,2 
libs/libc/audio/lib_buffer.c,2 
libs/libc/machine/arm,4 
libs/libc/machine/arm/arm,3 
libs/libc/math,3 
libs/libc/math/lib_log.c,2 
libs/libc/math/lib_logf.c,2 
libs/libc/misc,3 
libs/libc/misc/lib_debug.c,1 
libs/libc/misc/lib_ncompress.c,2 
libs/libc/misc/lib_utsname.c,2 
libs/libc/modlib,3 
libs/libc/modlib/modlib_init.c,2 
libs/libc/modlib/modlib_iobuffer.c,2 
libs/libc/modlib/modlib_registry.c,2 
libs/libc/modlib/modlib_symbols.c,2 
libs/libc/modlib/modlib_verify.c,1 
libs/libc/pthread,5 
libs/libc/pthread/pthread_attr_getstacksize.c,1 
libs/libc/pthread/pthread_rwlock_rdlock.c,2 
libs/libc/pthread/pthread_rwlock_wrlock.c,2 
libs/libc/queue,4 
libs/libc/sched,8 
libs/libc/semaphore,3 
libs/libc/semaphore/sem_getvalue.c,2 
libs/libc/signal,4 
libs/libc/signal/sig_delset.c,1 
libs/libc/signal/sig_fillset.c,1 
libs/libc/signal/sig_ismember.c,1 
libs/libc/signal/sig_set.c,2 
libs/libc/stdio/lib_ferror.c,2 
libs/libc/stdio/lib_libdtoa.c,2 
libs/libc/stdio/lib_libvsprintf.c,2 
libs/libc/stdio/lib_sscanf.c,1 
libs/libc/stdio/lib_vprintf.c,2 
libs/libc/stdlib,4 
libs/libc/stdlib/lib_mkstemp.c,2 
libs/libc/syslog,1 
libs/libc/termios,6 
libs/libc/time,2 
libs/libc/time/lib_gmtimer.c,2 
libs/libc/unistd,6 
libs/libc/unistd/lib_getopt.c,2 
libs/libc/wqueue,3 
libs/libc/wqueue/work_lock.c,2 
libs/libc/wqueue/work_usrthread.c,2 
libs/libnx,3 
libs/libnx/nxfonts,3 
libs/libnx/nxfonts/nxfonts_cache.c,2 
libs/libnx/nxglib,2 
libs/libnx/nxmu,3 
libs/libnx/nxmu/nx_eventhandler.c,2 
libs/libnx/nxtk,3 
libs/libc/unistd/lib_daemon.c,2 
libs/libc/signal/sig_psignal.c,2 
libs/libc/stdio/lib_vfscanf.c,2 
libs/libnx/nxmu/nx_cursor.c,2 
libs/libc/grp,3 
libs/libc/builtin,2 
libs/libc/builtin/lib_builtin_setlist.c,2 
libs/libc/stdio/lib_getdelim.c,2 
libs/libc/pthread/pthread_get_stacksize_np.c,1 
libs/libc/unistd/lib_getopt_common.c,3 
libs/libc/locale,4 
video/videomode,3 
video/videomode/videomode_lookup.c,1 
boards/boardctl.c,2 
boards/arm,10 
boards/arm/a1x,4 
boards/arm/a1x/pcduino-a10,4 
boards/arm/a1x/pcduino-a10/src,4 
boards/arm/a1x/pcduino-a10/src/a1x_buttons.c,3 
boards/arm/a1x/pcduino-a10/src/a1x_leds.c,3 
boards/arm/am335x,3 
boards/arm/am335x/beaglebone-black,3 
boards/arm/am335x/beaglebone-black/src,3 
boards/arm/am335x/beaglebone-black/src/am335x_buttons.c,3 
boards/arm/cxd56xx,6 
boards/arm/cxd56xx/spresense,5 
boards/arm/cxd56xx/spresense/src,5 
boards/arm/cxd56xx/spresense/src/cxd56_ostest.c,1 
boards/arm/cxd56xx/spresense/src/cxd56_pwm.c,2 
boards/arm/dm320,3 
boards/arm/dm320/ntosd-dm320,3 
boards/arm/dm320/ntosd-dm320/src,3 
boards/arm/dm320/ntosd-dm320/src/dm320_network.c,2 
boards/arm/efm32,4 
boards/arm/efm32/efm32-g8xx-stk,3 
boards/arm/efm32/efm32-g8xx-stk/src,3 
boards/arm/efm32/efm32-g8xx-stk/src/efm32_autoleds.c,3 
boards/arm/imx6,3 
boards/arm/imx6/sabre-6quad,3 
boards/arm/imx6/sabre-6quad/src,3 
boards/arm/imx6/sabre-6quad/src/imx_appinit.c,2 
boards/arm/imxrt,5 
boards/arm/imxrt/imxrt1050-evk,3 
boards/arm/imxrt/imxrt1050-evk/src,3 
boards/arm/imxrt/imxrt1050-evk/src/imxrt_appinit.c,2 
boards/arm/imxrt/imxrt1050-evk/src/imxrt_buttons.c,3 
boards/arm/imxrt/imxrt1050-evk/src/imxrt_ethernet.c,2 
boards/arm/imxrt/imxrt1050-evk/src/imxrt_mmcsd_spi.c,2 
boards/arm/imxrt/imxrt1050-evk/src/imxrt_spi.c,3 
boards/arm/imxrt/imxrt1060-evk,5 
boards/arm/imxrt/imxrt1060-evk/src,5 
boards/arm/imxrt/imxrt1060-evk/src/imxrt_bringup.c,1 
boards/arm/imxrt/imxrt1060-evk/src/imxrt_ethernet.c,2 
boards/arm/imxrt/imxrt1060-evk/src/imxrt_mmcsd_spi.c,2 
boards/arm/imxrt/imxrt1060-evk/src/imxrt_spi.c,2 
boards/arm/kinetis,4 
boards/arm/kinetis/freedom-k28f,4 
boards/arm/kinetis/freedom-k28f/src,4 
boards/arm/kinetis/freedom-k28f/src/k28_pwm.c,2 
boards/arm/kinetis/freedom-k64f,3 
boards/arm/kinetis/freedom-k64f/src,3 
boards/arm/kinetis/freedom-k64f/src/k64_appinit.c,2 
boards/arm/kinetis/freedom-k64f/src/k64_boot.c,2 
boards/arm/kinetis/freedom-k64f/src/k64_pwm.c,2 
boards/arm/kinetis/freedom-k66f,4 
boards/arm/kinetis/freedom-k66f/src,4 
boards/arm/kinetis/freedom-k66f/src/k66_appinit.c,2 
boards/arm/kinetis/freedom-k66f/src/k66_boot.c,2 
boards/arm/kinetis/freedom-k66f/src/k66_pwm.c,1 
boards/arm/kinetis/freedom-k66f/src/k66_sdhc.c,2 
boards/arm/kinetis/kwikstik-k40,3 
boards/arm/kinetis/kwikstik-k40/src,3 
boards/arm/kinetis/kwikstik-k40/src/k40_appinit.c,3 
boards/arm/kinetis/kwikstik-k40/src/k40_boot.c,2 
boards/arm/kinetis/teensy-3.x,3 
boards/arm/kinetis/teensy-3.x/src,3 
boards/arm/kinetis/teensy-3.x/src/k20_appinit.c,2 
boards/arm/kinetis/teensy-3.x/src/k20_boot.c,2 
boards/arm/kinetis/teensy-3.x/src/k20_pwm.c,2 
boards/arm/kinetis/twr-k60n512,3 
boards/arm/kinetis/twr-k60n512/src,3 
boards/arm/kinetis/twr-k60n512/src/k60_appinit.c,3 
boards/arm/kinetis/twr-k60n512/src/k60_boot.c,2 
boards/arm/kinetis/twr-k64f120m,3 
boards/arm/kinetis/twr-k64f120m/src,3 
boards/arm/kinetis/twr-k64f120m/src/k64_appinit.c,2 
boards/arm/kinetis/twr-k64f120m/src/k64_boot.c,2 
boards/arm/kl,3 
boards/arm/kl/freedom-kl25z,3 
boards/arm/kl/freedom-kl25z/src,3 
boards/arm/kl/freedom-kl25z/src/kl_appinit.c,2 
boards/arm/kl/freedom-kl25z/src/kl_boardinitialize.c,3 
boards/arm/kl/freedom-kl25z/src/kl_pwm.c,2 
boards/arm/kl/freedom-kl26z,3 
boards/arm/kl/freedom-kl26z/src,3 
boards/arm/kl/freedom-kl26z/src/kl_appinit.c,2 
boards/arm/kl/freedom-kl26z/src/kl_boardinitialize.c,3 
boards/arm/kl/freedom-kl26z/src/kl_pwm.c,2 
boards/arm/kl/teensy-lc,3 
boards/arm/kl/teensy-lc/src,3 
boards/arm/kl/teensy-lc/src/kl_appinit.c,2 
boards/arm/kl/teensy-lc/src/kl_boardinitialize.c,3 
boards/arm/kl/teensy-lc/src/kl_pwm.c,2 
boards/arm/lc823450,3 
boards/arm/lc823450/lc823450-xgevk,3 
boards/arm/lc823450/lc823450-xgevk/src,3 
boards/arm/lc823450/lc823450-xgevk/src/lc823450_adc.c,1 
boards/arm/lc823450/lc823450-xgevk/src/lc823450_autoleds.c,1 
boards/arm/lc823450/lc823450-xgevk/src/lc823450_boot.c,2 
boards/arm/lc823450/lc823450-xgevk/src/lc823450_bringup.c,1 
boards/arm/lc823450/lc823450-xgevk/src/lc823450_bt.c,1 
boards/arm/lc823450/lc823450-xgevk/src/lc823450_mux.c,1 
boards/arm/lc823450/lc823450-xgevk/src/lc823450_netinit.c,1 
boards/arm/lc823450/lc823450-xgevk/src/lc823450_st7565.c,2 
boards/arm/lc823450/lc823450-xgevk/src/lc823450_wm8776.c,2 
boards/arm/lpc17xx_40xx,3 
boards/arm/lpc17xx_40xx/lpc4088-devkit,3 
boards/arm/lpc17xx_40xx/lpc4088-devkit/src,3 
boards/arm/lpc17xx_40xx/lpc4088-devkit/src/lpc17_40_appinit.c,2 
boards/arm/lpc17xx_40xx/lpc4088-devkit/src/lpc17_40_boardinitialize.c,3 
boards/arm/lpc17xx_40xx/lpc4088-devkit/src/lpc17_40_nandinitialize.c,2 
boards/arm/lpc17xx_40xx/lpc4088-devkit/src/lpc17_40_norinitialize.c,2 
boards/arm/lpc17xx_40xx/lpc4088-devkit/src/lpc17_40_sdraminitialize.c,3 
boards/arm/lpc17xx_40xx/lpc4088-quickstart,3 
boards/arm/lpc17xx_40xx/lpc4088-quickstart/src,3 
boards/arm/lpc17xx_40xx/lpc4088-quickstart/src/lpc17_40_appinit.c,2 
boards/arm/lpc17xx_40xx/lpc4088-quickstart/src/lpc17_40_autoleds.c,3 
boards/arm/lpc17xx_40xx/lpc4088-quickstart/src/lpc17_40_boardinitialize.c,3 
boards/arm/lpc17xx_40xx/lpc4088-quickstart/src/lpc17_40_buttons.c,3 
boards/arm/lpc17xx_40xx/lpc4088-quickstart/src/lpc17_40_nandinitialize.c,2 
boards/arm/lpc17xx_40xx/lpc4088-quickstart/src/lpc17_40_sdraminitialize.c,3 
boards/arm/lpc17xx_40xx/lpc4088-quickstart/src/lpc17_40_ssp.c,3 
boards/arm/lpc17xx_40xx/lpcxpresso-lpc1768,3 
boards/arm/lpc17xx_40xx/lpcxpresso-lpc1768/src,3 
boards/arm/lpc17xx_40xx/lpcxpresso-lpc1768/src/lpc17_40_adc.c,3 
boards/arm/lpc17xx_40xx/lpcxpresso-lpc1768/src/lpc17_40_dac.c,3 
boards/arm/lpc17xx_40xx/lpcxpresso-lpc1768/src/lpc17_40_leds.c,2 
boards/arm/lpc17xx_40xx/lpcxpresso-lpc1768/src/lpc17_40_pwm.c,3 
boards/arm/lpc17xx_40xx/lpcxpresso-lpc1768/src/lpc17_40_ssp.c,3 
boards/arm/lpc17xx_40xx/mbed,3 
boards/arm/lpc17xx_40xx/mbed/src,3 
boards/arm/lpc17xx_40xx/mbed/src/lpc17_40_adc.c,3 
boards/arm/lpc17xx_40xx/mbed/src/lpc17_40_appinit.c,2 
boards/arm/lpc17xx_40xx/mbed/src/lpc17_40_dac.c,3 
boards/arm/lpc17xx_40xx/mbed/src/lpc17_40_leds.c,3 
boards/arm/lpc17xx_40xx/mbed/src/lpc17_40_pwm.c,3 
boards/arm/lpc17xx_40xx/mcb1700,3 
boards/arm/lpc17xx_40xx/mcb1700/src,3 
boards/arm/lpc17xx_40xx/mcb1700/src/lpc17_40_adc.c,2 
boards/arm/lpc17xx_40xx/mcb1700/src/lpc17_40_appinit.c,2 
boards/arm/lpc17xx_40xx/mcb1700/src/lpc17_40_boot.c,3 
boards/arm/lpc17xx_40xx/mcb1700/src/lpc17_40_dac.c,3 
boards/arm/lpc17xx_40xx/mcb1700/src/lpc17_40_leds.c,3 
boards/arm/lpc17xx_40xx/mcb1700/src/lpc17_40_pwm.c,3 
boards/arm/lpc17xx_40xx/olimex-lpc1766stk,3 
boards/arm/lpc17xx_40xx/olimex-lpc1766stk/src,3 
boards/arm/lpc17xx_40xx/olimex-lpc1766stk/src/lpc17_40_boot.c,3 
boards/arm/lpc17xx_40xx/olimex-lpc1766stk/src/lpc17_40_can.c,2 
boards/arm/lpc17xx_40xx/olimex-lpc1766stk/src/lpc17_40_ssp.c,3 
boards/arm/lpc17xx_40xx/open1788,3 
boards/arm/lpc17xx_40xx/open1788/src,3 
boards/arm/lpc17xx_40xx/open1788/src/lpc17_40_autoleds.c,3 
boards/arm/lpc17xx_40xx/open1788/src/lpc17_40_boardinitialize.c,3 
boards/arm/lpc17xx_40xx/open1788/src/lpc17_40_nandinitialize.c,2 
